datetime,weather,temp,humidity,windspeed,casual,registered
2011-01-07 08:00:00,1,8.2,51,17.0,20,190
2011-01-07 09:00:00,1,8.2,47,20.0,9,125
2011-01-07 10:00:00,1,9.02,37,22.0,16,47
2011-01-07 11:00:00,2,8.2,40,15.0,19,48
2011-01-07 12:00:00,2,8.2,37,17.0,9,50
2011-01-07 13:00:00,2,8.2,37,19.0,9,64
2011-01-07 14:00:00,2,8.2,40,17.0,7,43
2011-01-07 15:00:00,2,8.2,37,11.0,9,63
2011-01-07 16:00:00,2,8.2,37,11.0,5,82
2011-01-07 17:00:00,2,8.2,37,0.0,9,178
2011-01-07 18:00:00,1,8.2,40,6.0,7,116
2011-01-07 19:00:00,1,6.56,55,6.0,3,92
2011-01-07 20:00:00,1,7.38,47,7.0,1,50
2011-01-07 21:00:00,1,7.38,47,9.0,0,39
2011-01-07 22:00:00,2,7.38,43,11.0,2,34
2011-01-07 23:00:00,2,7.38,51,11.0,1,14
2011-01-08 00:00:00,2,7.38,51,11.0,1,24
2011-01-08 01:00:00,2,7.38,55,6.0,1,15
2011-01-08 02:00:00,2,7.38,55,0.0,3,13
2011-01-08 03:00:00,3,7.38,55,11.0,0,7
2011-01-08 04:00:00,3,7.38,55,11.0,0,1
2011-01-08 05:00:00,2,6.56,74,11.0,0,5
2011-01-08 06:00:00,2,6.56,74,11.0,0,2
2011-01-08 07:00:00,2,6.56,74,7.0,1,8
2011-01-08 08:00:00,3,6.56,93,7.0,0,15
2011-01-08 09:00:00,3,6.56,93,7.0,0,20
2011-01-08 10:00:00,2,7.38,80,11.0,5,56
2011-01-08 11:00:00,2,8.2,69,26.0,2,60
2011-01-08 12:00:00,2,8.2,59,24.0,8,90
2011-01-08 13:00:00,1,8.2,44,22.0,7,95
2011-01-08 14:00:00,1,8.2,32,33.0,12,83
2011-01-08 15:00:00,1,8.2,32,30.0,5,69
2011-01-08 16:00:00,1,7.38,29,30.0,8,68
2011-01-08 17:00:00,1,6.56,37,37.0,5,64
2011-01-08 18:00:00,1,5.74,39,20.0,3,52
2011-01-08 19:00:00,1,5.74,36,17.0,4,26
2011-01-08 20:00:00,1,4.92,36,17.0,0,28
2011-01-08 21:00:00,1,4.92,39,24.0,2,35
2011-01-08 22:00:00,1,4.92,36,26.0,1,33
2011-01-08 23:00:00,1,4.1,39,30.0,0,22
2011-01-09 00:00:00,1,4.1,42,26.0,1,24
2011-01-09 01:00:00,1,4.1,42,31.0,0,12
2011-01-09 02:00:00,1,4.1,46,31.0,0,11
2011-01-09 03:00:00,1,4.1,46,28.0,0,4
2011-01-09 04:00:00,1,3.28,53,13.0,0,1
2011-01-09 05:00:00,1,3.28,53,13.0,0,1
2011-01-09 06:00:00,1,4.1,49,19.0,0,1
2011-01-09 07:00:00,1,3.28,53,13.0,1,5
2011-01-09 08:00:00,1,4.1,49,19.0,0,10
2011-01-09 09:00:00,1,4.92,46,35.0,0,19
2011-01-09 10:00:00,1,5.74,43,26.0,0,49
2011-01-09 11:00:00,1,6.56,40,35.0,2,47
2011-01-09 12:00:00,1,7.38,37,30.0,4,79
2011-01-09 13:00:00,1,8.2,34,30.0,6,69
2011-01-09 14:00:00,1,9.02,32,31.0,8,64
2011-01-09 15:00:00,1,9.02,35,24.0,5,77
2011-01-09 16:00:00,1,8.2,34,30.0,13,79
2011-01-09 17:00:00,1,7.38,37,26.0,3,59
2011-01-09 18:00:00,1,6.56,40,22.0,4,44
2011-01-09 19:00:00,1,6.56,43,22.0,1,40
2011-01-09 20:00:00,1,5.74,46,17.0,0,38
2011-01-09 21:00:00,1,5.74,46,28.0,1,19
2011-01-09 22:00:00,1,5.74,46,20.0,5,10
2011-01-09 23:00:00,1,4.92,50,13.0,0,6
2011-01-10 00:00:00,1,4.92,50,19.0,2,3
2011-01-10 01:00:00,1,4.92,50,19.0,1,0
2011-01-10 02:00:00,1,4.92,50,15.0,0,3
2011-01-10 03:00:00,1,4.92,50,15.0,0,1
2011-01-10 04:00:00,1,4.1,54,9.0,1,2
2011-01-10 05:00:00,1,4.1,54,17.0,0,3
2011-01-10 06:00:00,1,4.92,50,19.0,0,31
2011-01-10 07:00:00,1,4.92,50,15.0,2,75
2011-01-10 08:00:00,2,4.92,50,19.0,4,184
2011-01-10 09:00:00,2,5.74,50,17.0,2,92
2011-01-10 10:00:00,2,5.74,50,20.0,0,31
2011-01-10 11:00:00,2,6.56,47,19.0,2,28
2011-01-10 12:00:00,2,8.2,40,19.0,5,47
2011-01-10 13:00:00,2,8.2,40,19.0,4,50
2011-01-10 14:00:00,2,8.2,40,15.0,0,47
2011-01-10 15:00:00,2,8.2,40,15.0,2,43
2011-01-10 16:00:00,1,8.2,40,9.0,4,70
2011-01-10 17:00:00,1,8.2,40,7.0,4,174
2011-01-10 18:00:00,1,8.2,40,15.0,1,154
2011-01-10 19:00:00,1,6.56,47,11.0,3,92
2011-01-10 20:00:00,1,6.56,50,11.0,1,73
2011-01-10 21:00:00,1,5.74,59,13.0,1,37
2011-01-10 22:00:00,1,5.74,59,11.0,2,22
2011-01-10 23:00:00,1,5.74,59,11.0,0,18
2011-01-11 00:00:00,1,5.74,59,7.0,2,10
2011-01-11 01:00:00,1,5.74,59,11.0,0,3
2011-01-11 02:00:00,2,6.56,55,13.0,0,3
2011-01-11 05:00:00,2,6.56,55,9.0,0,6
2011-01-11 06:00:00,2,6.56,55,9.0,0,27
2011-01-11 07:00:00,2,6.56,55,0.0,2,97
2011-01-11 08:00:00,2,7.38,51,6.0,3,214
2011-01-11 09:00:00,2,7.38,51,11.0,3,127
2011-01-11 10:00:00,2,8.2,51,11.0,3,51
2011-01-11 11:00:00,2,8.2,47,9.0,4,31
2011-01-11 12:00:00,2,8.2,51,7.0,2,55
2011-01-11 13:00:00,2,8.2,59,6.0,6,46
2011-01-11 14:00:00,2,8.2,59,6.0,3,60
2011-01-11 15:00:00,2,6.56,80,6.0,2,45
2011-01-11 16:00:00,2,6.56,86,15.0,4,72
2011-01-11 17:00:00,2,6.56,86,15.0,6,130
2011-01-11 18:00:00,3,6.56,93,7.0,1,94
2011-01-11 19:00:00,3,6.56,93,0.0,0,51
2011-01-11 20:00:00,3,6.56,93,13.0,0,32
2011-01-11 21:00:00,3,6.56,86,6.0,0,20
2011-01-11 22:00:00,3,6.56,93,7.0,1,28
2011-01-11 23:00:00,3,6.56,93,6.0,1,18
2011-01-12 00:00:00,2,6.56,86,6.0,0,7
2011-01-12 01:00:00,2,6.56,86,7.0,0,6
2011-01-12 02:00:00,1,5.74,86,9.0,0,1
2011-01-12 05:00:00,1,5.74,86,11.0,0,5
2011-01-12 06:00:00,1,4.92,93,9.0,0,16
2011-01-12 07:00:00,1,5.74,69,9.0,0,54
2011-01-12 08:00:00,1,6.56,59,11.0,3,125
2011-01-12 09:00:00,1,6.56,59,22.0,3,78
2011-01-12 10:00:00,1,7.38,55,15.0,0,39
2011-01-12 11:00:00,1,8.2,51,26.0,3,32
2011-01-12 12:00:00,1,8.2,47,39.0,3,52
2011-01-12 13:00:00,1,9.02,44,24.0,0,49
2011-01-12 14:00:00,1,8.2,47,22.0,0,44
2011-01-12 15:00:00,1,8.2,47,28.0,1,48
2011-01-12 16:00:00,1,9.02,44,22.0,5,63
2011-01-12 17:00:00,1,8.2,47,24.0,0,139
2011-01-12 18:00:00,1,8.2,47,35.0,2,135
2011-01-12 19:00:00,1,7.38,47,28.0,1,82
2011-01-12 20:00:00,1,6.56,50,22.0,2,54
2011-01-12 21:00:00,1,6.56,55,22.0,0,57
2011-01-12 22:00:00,1,6.56,55,30.0,1,32
2011-01-12 23:00:00,1,5.74,59,28.0,1,19
2011-01-13 00:00:00,1,5.74,59,19.0,1,6
2011-01-13 01:00:00,1,5.74,50,19.0,0,2
2011-01-13 02:00:00,1,5.74,50,24.0,0,2
2011-01-13 03:00:00,1,5.74,50,22.0,0,3
2011-01-13 04:00:00,1,5.74,50,17.0,0,4
2011-01-13 05:00:00,1,5.74,50,20.0,0,3
2011-01-13 06:00:00,1,4.92,54,9.0,0,28
2011-01-13 07:00:00,1,4.92,54,9.0,0,72
2011-01-13 08:00:00,1,5.74,50,13.0,5,197
2011-01-13 09:00:00,1,5.74,50,22.0,2,137
2011-01-13 10:00:00,2,6.56,50,24.0,2,36
2011-01-13 11:00:00,2,8.2,44,30.0,4,33
2011-01-13 12:00:00,1,8.2,44,28.0,3,49
2011-01-13 13:00:00,1,9.02,41,30.0,2,81
2011-01-13 14:00:00,1,9.02,41,26.0,3,39
2011-01-13 15:00:00,1,9.84,38,20.0,5,55
2011-01-13 16:00:00,1,9.84,38,24.0,2,76
2011-01-13 17:00:00,1,8.2,40,19.0,4,158
2011-01-13 18:00:00,1,8.2,40,22.0,3,141
2011-01-13 19:00:00,1,6.56,47,17.0,1,98
2011-01-13 20:00:00,1,6.56,47,15.0,0,64
2011-01-13 21:00:00,1,5.74,46,20.0,0,40
2011-01-13 22:00:00,1,5.74,46,22.0,0,30
2011-01-13 23:00:00,1,4.92,50,13.0,1,14
2011-01-14 00:00:00,1,4.92,50,13.0,0,14
2011-01-14 01:00:00,1,4.1,54,11.0,0,5
2011-01-14 02:00:00,1,4.1,54,9.0,0,1
2011-01-14 03:00:00,1,4.1,54,7.0,0,1
2011-01-14 05:00:00,1,4.1,54,6.0,0,8
2011-01-14 06:00:00,1,4.1,54,0.0,0,17
2011-01-14 07:00:00,1,4.1,74,11.0,0,70
2011-01-14 08:00:00,1,4.92,68,0.0,2,156
2011-01-14 09:00:00,1,5.74,69,9.0,0,117
2011-01-14 10:00:00,1,7.38,55,13.0,4,40
2011-01-14 11:00:00,1,7.38,51,19.0,6,47
2011-01-14 12:00:00,1,8.2,44,17.0,2,59
2011-01-14 13:00:00,1,9.02,37,26.0,4,73
2011-01-14 14:00:00,1,9.02,41,19.0,5,59
2011-01-14 15:00:00,1,9.84,38,11.0,9,59
2011-01-14 16:00:00,1,9.02,41,7.0,3,87
2011-01-14 17:00:00,1,9.02,41,11.0,4,155
2011-01-14 18:00:00,1,8.2,47,0.0,5,134
2011-01-14 19:00:00,1,6.56,59,6.0,3,89
2011-01-14 20:00:00,1,7.38,59,0.0,0,68
2011-01-14 21:00:00,1,6.56,69,0.0,4,48
2011-01-14 22:00:00,2,6.56,69,0.0,2,34
2011-01-14 23:00:00,2,7.38,55,0.0,1,26
2011-01-15 00:00:00,1,7.38,55,0.0,3,25
2011-01-15 01:00:00,2,6.56,59,6.0,2,18
2011-01-15 02:00:00,2,6.56,59,6.0,0,12
2011-01-15 03:00:00,2,6.56,59,0.0,1,7
2011-01-15 04:00:00,2,6.56,59,0.0,0,5
2011-01-15 05:00:00,1,6.56,59,0.0,0,1
2011-01-15 06:00:00,1,5.74,63,7.0,1,2
2011-01-15 07:00:00,1,5.74,63,0.0,1,9
2011-01-15 08:00:00,1,5.74,63,9.0,1,22
2011-01-15 09:00:00,1,6.56,64,9.0,2,31
2011-01-15 10:00:00,1,7.38,59,11.0,2,57
2011-01-15 11:00:00,1,8.2,55,15.0,18,54
2011-01-15 12:00:00,1,9.84,48,15.0,15,74
2011-01-15 13:00:00,1,11.48,38,20.0,21,80
2011-01-15 14:00:00,1,12.3,39,19.0,26,92
2011-01-15 15:00:00,2,13.12,36,13.0,21,108
2011-01-15 16:00:00,2,13.94,34,13.0,33,95
2011-01-15 17:00:00,2,13.12,36,19.0,29,54
2011-01-15 18:00:00,2,12.3,45,17.0,15,69
2011-01-15 19:00:00,2,13.12,39,17.0,14,60
2011-01-15 20:00:00,2,13.12,39,17.0,6,35
2011-01-15 21:00:00,2,13.12,39,15.0,6,51
2011-01-15 22:00:00,2,12.3,42,7.0,0,26
2011-01-15 23:00:00,1,12.3,45,19.0,5,39
2011-01-16 00:00:00,1,10.66,56,0.0,6,33
2011-01-16 01:00:00,1,10.66,56,9.0,4,19
2011-01-16 02:00:00,1,10.66,56,6.0,3,13
2011-01-16 03:00:00,1,9.02,69,0.0,9,6
2011-01-16 04:00:00,1,10.66,56,11.0,0,1
2011-01-16 05:00:00,2,10.66,56,11.0,1,1
2011-01-16 06:00:00,2,10.66,56,11.0,0,1
2011-01-16 07:00:00,2,9.84,56,20.0,0,3
2011-01-16 08:00:00,1,9.02,55,19.0,0,18
2011-01-16 09:00:00,1,9.02,51,17.0,3,29
2011-01-16 10:00:00,1,9.02,51,19.0,8,71
2011-01-16 11:00:00,1,9.84,44,17.0,23,70
2011-01-16 12:00:00,1,9.84,41,19.0,29,75
2011-01-16 13:00:00,1,10.66,35,20.0,23,95
2011-01-16 14:00:00,1,11.48,36,17.0,22,69
2011-01-16 15:00:00,1,10.66,38,17.0,35,78
2011-01-16 16:00:00,1,9.84,38,15.0,22,77
2011-01-16 17:00:00,1,9.02,37,17.0,23,82
2011-01-16 18:00:00,1,8.2,40,11.0,11,56
2011-01-16 19:00:00,1,7.38,47,9.0,14,47
2011-01-16 20:00:00,1,7.38,47,11.0,7,50
2011-01-16 21:00:00,1,7.38,51,11.0,6,22
2011-01-16 22:00:00,2,8.2,49,9.0,2,19
2011-01-16 23:00:00,2,8.2,40,7.0,0,18
2011-01-17 00:00:00,2,8.2,47,15.0,1,16
2011-01-17 01:00:00,2,8.2,44,13.0,1,15
2011-01-17 02:00:00,2,7.38,43,17.0,0,8
2011-01-17 03:00:00,2,7.38,43,13.0,0,2
2011-01-17 04:00:00,2,7.38,43,9.0,1,2
2011-01-17 05:00:00,2,7.38,43,11.0,0,1
2011-01-17 06:00:00,2,7.38,43,13.0,0,5
2011-01-17 07:00:00,2,6.56,50,9.0,4,9
2011-01-17 08:00:00,2,6.56,47,15.0,3,30
2011-01-17 09:00:00,2,6.56,47,15.0,8,39
2011-01-17 10:00:00,2,6.56,50,17.0,7,50
2011-01-17 11:00:00,2,6.56,55,13.0,9,55
2011-01-17 12:00:00,2,7.38,47,9.0,10,70
2011-01-17 13:00:00,2,7.38,47,9.0,13,80
2011-01-17 14:00:00,2,7.38,43,7.0,12,74
2011-01-17 15:00:00,2,8.2,47,11.0,21,72
2011-01-17 16:00:00,2,8.2,47,11.0,6,76
2011-01-17 17:00:00,1,8.2,51,13.0,4,67
2011-01-17 18:00:00,2,7.38,55,17.0,7,85
2011-01-17 19:00:00,3,7.38,59,13.0,2,58
2011-01-17 20:00:00,3,6.56,80,13.0,4,29
2011-01-17 21:00:00,3,6.56,80,13.0,3,24
2011-01-17 22:00:00,3,5.74,93,17.0,0,13
2011-01-17 23:00:00,3,6.56,86,19.0,1,3
2011-01-18 12:00:00,2,8.2,86,22.0,0,3
2011-01-18 13:00:00,2,8.2,86,15.0,0,22
2011-01-18 14:00:00,2,9.02,80,11.0,2,26
2011-01-18 15:00:00,2,9.02,87,11.0,3,32
2011-01-18 16:00:00,2,9.02,87,13.0,0,61
2011-01-18 17:00:00,2,9.02,82,13.0,1,124
2011-01-18 18:00:00,2,9.02,80,11.0,1,132
2011-01-18 19:00:00,2,9.02,80,9.0,1,98
2011-01-18 20:00:00,2,9.02,87,0.0,0,83
2011-01-18 21:00:00,2,9.02,93,7.0,0,41
2011-01-18 22:00:00,2,9.02,93,6.0,0,33
2011-01-18 23:00:00,2,9.02,93,0.0,1,19
2011-01-19 00:00:00,2,9.02,93,0.0,0,3
2011-01-19 01:00:00,3,9.02,93,9.0,1,6
2011-01-19 02:00:00,3,9.02,93,9.0,0,3
2011-01-19 04:00:00,3,9.02,93,9.0,1,1
2011-01-19 05:00:00,2,9.02,93,6.0,0,7
2011-01-19 06:00:00,2,9.02,93,6.0,0,32
2011-01-19 07:00:00,2,9.84,92,7.0,1,89
2011-01-19 08:00:00,2,9.84,93,7.0,1,196
2011-01-19 09:00:00,2,9.84,93,7.0,2,107
2011-01-19 10:00:00,2,10.66,93,9.0,1,46
2011-01-19 11:00:00,2,11.48,87,6.0,5,47
2011-01-19 12:00:00,2,12.3,81,6.0,5,65
2011-01-19 13:00:00,1,16.4,62,19.0,11,67
2011-01-19 14:00:00,1,16.4,58,17.0,7,68
2011-01-19 15:00:00,1,16.4,54,19.0,4,78
2011-01-19 16:00:00,1,15.58,58,26.0,10,94
2011-01-19 17:00:00,1,14.76,57,22.0,7,190
2011-01-19 18:00:00,1,13.94,61,19.0,5,156
2011-01-19 19:00:00,1,13.12,57,28.0,4,108
2011-01-19 20:00:00,1,13.12,49,20.0,2,74
2011-01-19 21:00:00,1,13.12,49,28.0,4,55
2011-01-19 22:00:00,1,12.3,52,11.0,6,53
2011-01-19 23:00:00,1,12.3,52,31.0,1,27
2011-01-20 00:00:00,1,10.66,56,26.0,5,8
2011-01-20 01:00:00,1,10.66,56,0.0,2,3
2011-01-20 02:00:00,1,10.66,56,0.0,0,2
2011-01-20 03:00:00,1,10.66,56,11.0,0,1
2011-01-20 04:00:00,1,10.66,56,11.0,0,1
2011-01-20 05:00:00,1,9.84,60,15.0,0,6
2011-01-20 06:00:00,1,9.02,60,15.0,0,35
2011-01-20 07:00:00,1,9.02,55,15.0,1,100
2011-01-20 08:00:00,1,9.02,55,19.0,2,247
2011-01-20 09:00:00,2,9.84,52,15.0,3,140
2011-01-20 10:00:00,1,10.66,48,20.0,1,56
2011-01-20 11:00:00,2,11.48,45,11.0,5,63
2011-01-20 12:00:00,2,12.3,42,0.0,7,77
2011-01-20 13:00:00,2,11.48,45,7.0,12,86
2011-01-20 14:00:00,2,12.3,45,9.0,6,75
2011-01-20 15:00:00,2,13.12,45,13.0,8,62
2011-01-20 16:00:00,2,12.3,49,9.0,8,83
2011-01-20 17:00:00,2,12.3,49,7.0,8,207
2011-01-20 18:00:00,2,10.66,56,13.0,1,184
2011-01-20 19:00:00,1,10.66,56,22.0,6,146
2011-01-20 20:00:00,2,10.66,60,19.0,2,124
2011-01-20 21:00:00,2,9.84,60,17.0,3,54
2011-01-20 22:00:00,2,9.84,65,19.0,0,56
2011-01-20 23:00:00,2,9.84,65,22.0,3,28
2011-01-21 00:00:00,2,9.84,70,17.0,1,20
2011-01-21 01:00:00,2,9.84,70,17.0,0,6
2011-01-21 02:00:00,3,9.84,75,11.0,0,2
2011-01-21 03:00:00,3,9.02,80,20.0,0,1
2011-01-21 04:00:00,2,9.02,87,6.0,0,1
2011-01-21 05:00:00,1,9.84,60,28.0,1,4
2011-01-21 06:00:00,1,9.02,55,17.0,0,27
2011-01-21 07:00:00,1,8.2,51,19.0,2,66
2011-01-21 08:00:00,1,8.2,47,22.0,7,210
2011-01-21 09:00:00,1,8.2,51,24.0,7,159
2011-01-21 10:00:00,1,8.2,47,31.0,6,57
2011-01-21 11:00:00,1,9.02,41,31.0,6,53
2011-01-21 12:00:00,1,9.02,27,39.0,11,67
2011-01-21 13:00:00,1,8.2,21,39.0,8,65
2011-01-21 14:00:00,1,8.2,25,35.0,6,56
2011-01-21 15:00:00,1,6.56,26,30.0,4,61
2011-01-21 16:00:00,1,6.56,26,24.0,0,97
2011-01-21 17:00:00,1,5.74,28,24.0,10,151
2011-01-21 18:00:00,1,4.92,30,17.0,1,119
2011-01-21 19:00:00,1,4.92,30,22.0,3,93
2011-01-21 20:00:00,1,4.1,33,28.0,1,52
2011-01-21 21:00:00,1,3.28,38,19.0,0,41
2011-01-21 22:00:00,1,2.46,41,26.0,1,33
2011-01-21 23:00:00,1,2.46,38,22.0,0,27
2011-01-22 00:00:00,1,1.64,45,17.0,0,13
2011-01-22 01:00:00,2,1.64,41,26.0,3,9
